(271, 6)
(459, 1)
(458, 5)
(122, 0)
(355, 2)
(171, 2)
(203, 3)
(197, 7)
(79, 0)
(22, 7)
(457, 4)
(124, 0)
(493, 2)
(189, 3)
(376, 0)
(151, 2)
(291, 10)
(101, 5)
(250, 9)
(212, 3)
(32, 9)
(471, 3)
(143, 0)
(483, 1)
(175, 10)
(128, 9)
(47, 3)
(204, 2)
(205, 10)
(53, 6)
(488, 5)
(359, 8)
(88, 6)
(116, 9)
(268, 3)
(357, 9)
(363, 5)
(131, 7)
(269, 6)
(306, 6)
(40, 9)
(132, 5)
(255, 3)
(118, 4)
(215, 7)
(369, 4)
(274, 0)
(197, 7)
(444, 3)
(102, 0)
(26, 0)
(287, 1)
(13, 4)
(320, 4)
(60, 10)
(48, 0)
(408, 10)
(180, 0)
(41, 2)
(86, 6)
(222, 1)
(2, 10)
(24, 0)
(449, 8)
(93, 6)
(5, 8)
(183, 2)
(45, 1)
(460, 1)
(278, 7)
(64, 8)
(473, 5)
(142, 9)
(474, 7)
(376, 9)
(388, 1)
(18, 4)
(41, 6)
(445, 9)
(33, 1)
(285, 1)
(128, 10)
(350, 8)
(391, 5)
(225, 10)
(197, 2)
(226, 8)
(170, 3)
(333, 0)
(361, 9)
(214, 8)
(428, 7)
(442, 10)
(51, 1)
(51, 8)
(399, 3)
(295, 8)
(27, 2)
(195, 7)
(277, 8)
(175, 0)
(236, 9)
(247, 4)
(399, 7)
(18, 5)
(145, 9)
(412, 0)
(270, 2)
(332, 9)
(10, 9)
(284, 4)
(35, 10)
(349, 2)
(274, 10)
(21, 8)
(385, 6)
(80, 2)
(255, 0)
(320, 2)
(62, 7)
(161, 0)
(482, 1)
(234, 3)
(57, 8)
(143, 2)
(311, 9)
(264, 8)
(249, 0)
(265, 7)
(214, 2)
(156, 1)
(412, 7)
(311, 4)
(173, 1)
(237, 1)
(277, 10)
(467, 5)
(495, 1)
(459, 9)
(122, 1)
(37, 2)
(97, 2)
(303, 10)
(325, 5)
(462, 0)
(384, 9)
(154, 0)
(257, 6)
(343, 1)
(75, 9)
(450, 0)
(176, 9)
(50, 9)
(248, 5)
(406, 0)
(139, 9)
(380, 0)
(500, 2)
(208, 2)
(356, 7)
(14, 5)
(126, 0)
(86, 10)
(321, 8)
(331, 4)
(354, 2)
(280, 4)
(279, 9)
(141, 1)
(310, 1)
(412, 1)
(131, 5)
(456, 0)
(331, 0)
(48, 0)
(163, 1)
(3, 1)
(10, 5)
(286, 4)
(419, 4)
(28, 3)
(178, 3)
(120, 5)
(156, 4)
(241, 5)
(55, 10)
(358, 5)
(468, 2)
(284, 2)
(376, 6)
(258, 5)
(133, 2)
(334, 10)
