(235, 0)
(498, 9)
(29, 3)
(89, 0)
(195, 3)
(149, 10)
(410, 7)
(35, 1)
(213, 1)
(4, 9)
(25, 2)
(393, 1)
(3, 8)
(29, 1)
(305, 10)
(67, 0)
(3, 9)
(268, -1)
(487, 7)
(1, 6)
(147, 6)
(242, 3)
(431, 0)
(358, 2)
(259, 1)
(348, 1)
(79, 9)
(328, 5)
(62, 7)
(137, 0)
(16, 4)
(269, 8)
(201, 5)
(389, 10)
(195, 7)
(195, 9)
(482, 6)
(381, 1)
(187, 8)
(204, 5)
(420, 7)
(340, 8)
(219, 4)
(93, 1)
(157, 8)
(320, 5)
(187, 7)
(393, 9)
(327, 7)
(234, 6)
(425, 0)
(385, 5)
(4, 5)
(246, 2)
(261, 6)
(21, 2)
(467, 6)
(438, 4)
(103, 6)
(132, 9)
(440, 2)
(227, 6)
(327, 0)
(252, 6)
(271, 8)
(152, 6)
(323, 0)
(64, 10)
(101, 9)
(318, 10)
(101, 0)
(268, 10)
(107, 8)
(481, 4)
(268, 5)
(104, 10)
(292, 4)
(293, 6)
(130, 7)
(493, 10)
(86, 3)
(24, 8)
(19, 7)
(296, 0)
(47, 8)
(145, 3)
(175, 3)
(91, 2)
(264, 9)
(161, 6)
(388, 1)
(31, 8)
(409, 0)
(207, 1)
(456, 3)
