(428, 8)
(435, 8)
(227, 6)
(247, 7)
(127, 4)
(156, 2)
(95, 8)
(27, 1)
(361, 10)
(419, 3)
(298, 6)
(298, 0)
(479, 3)
(97, 0)
(417, 2)
(401, 3)
(407, 5)
(264, 1)
(193, 1)
(273, 7)
(132, 3)
(2, 6)
(463, 6)
(112, 5)
(253, 3)
(410, 0)
(12, 4)
(400, 6)
(76, 3)
(460, 1)
(313, 6)
(344, 6)
(48, 1)
(160, 5)
(263, 7)
(375, 10)
(65, 4)
(14, 0)
(281, 7)
(77, 5)
(262, 7)
(484, 9)
(28, 6)
(480, 10)
(52, 6)
(54, 3)
(188, 8)
(361, 3)
(101, 2)
(34, 1)
(258, 3)
(329, 8)
(213, 3)
(53, 0)
(46, 8)
(261, 3)
(405, 10)
(189, 6)
(380, 5)
(481, 1)
(486, 6)
(304, 6)
(426, 7)
(261, 8)
(207, 4)
(444, 6)
(488, 4)
(110, 10)
(394, 1)
(111, 6)
(263, 4)
(90, 6)
(472, 10)
(362, 9)
(239, 9)
(442, 4)
(428, 4)
(192, 7)
(30, 6)
(157, 4)
(87, 5)
(434, 6)
(448, 5)
(290, 2)
(454, 4)
(472, 3)
(351, 0)
(389, 5)
(82, 5)
(346, 8)
