(64, 6)
(107, 2)
(153, 6)
(409, 4)
(10, 5)
(85, 7)
(376, 8)
(219, 10)
(297, 9)
(401, 4)
(263, 6)
(71, 10)
(219, 6)
(425, 10)
(129, 3)
(61, 5)
(31, 4)
(444, 0)
(454, 0)
(273, 7)
(64, 2)
(163, 4)
(382, 10)
(140, 10)
(191, 1)
(269, 8)
(218, 4)
(416, 7)
(132, 3)
(214, 6)
(245, 1)
(324, 7)
(3, 5)
(335, 0)
(143, 6)
(495, 6)
(151, 6)
(342, 10)
(34, 9)
(456, 3)
(19, 2)
(489, 6)
(170, 0)
(348, 8)
(427, 1)
(427, 3)
(55, 6)
(277, 2)
(415, 9)
(286, 5)
(249, 3)
(333, 10)
(93, 9)
(77, 7)
(334, 0)
(306, 8)
(316, 9)
(96, 4)
(454, 6)
(46, 4)
(221, 3)
(183, 10)
(8, 10)
(61, 3)
(421, 2)
(113, 9)
(210, 7)
(261, 1)
(298, 2)
(158, 4)
(118, 6)
(29, 0)
(450, 2)
(371, 3)
(258, 8)
(396, 7)
(431, 1)
(375, 4)
(225, 5)
(252, 2)
(301, 1)
(438, 3)
(292, 1)
(393, 5)
(321, 1)
(212, 10)
(293, 2)
(193, 7)
(483, 10)
(295, 10)
(279, 10)
(184, 6)
(29, 3)
(95, 1)
(419, 1)
(107, 9)
(97, 0)
(269, 7)
(228, 6)
(294, 4)
(216, 7)
(462, 6)
(23, 0)
(108, 1)
(448, 3)
(487, 6)
(339, 7)
(313, 1)
(400, 8)
(442, 3)
(14, 0)
(290, 10)
(141, 3)
(188, 9)
(174, 1)
(32, 5)
(116, 3)
(410, 4)
(103, 5)
(22, 5)
(167, 9)
(128, 5)
(327, 9)
(375, 9)
(447, 1)
(383, 10)
(60, 9)
(100, 7)
(360, 5)
(429, 4)
(312, 1)
(348, 2)
(379, 3)
(276, 10)
(94, 10)
(350, 8)
(365, 10)
(385, 0)
(179, 4)
(443, 10)
(1, 2)
(382, 10)
(253, 7)
(327, 4)
(29, 3)
(123, 6)
(295, 8)
(459, 2)
(417, 6)
(336, 7)
(125, 3)
(22, 7)
(245, 1)
(396, 3)
(302, 7)
(321, 4)
(202, 6)
(335, 5)
(124, 3)
(493, 8)
(226, 4)
(200, 7)
(137, 8)
(10, 6)
(362, 6)
(8, 5)
(419, 0)
(17, 9)
(118, 6)
(62, 6)
(14, 9)
(226, 2)
(451, 9)
(446, 4)
(225, 10)
(244, 0)
(330, 9)
(23, 0)
(478, 6)
(341, 10)
(277, 7)
(12, 8)
(356, 4)
(275, 8)
(171, 9)
(133, 7)
(176, 8)
(55, 3)
(265, 2)
(315, 8)
(389, 0)
(80, 1)
(251, 7)
(328, 4)
(151, 9)
(220, 10)
