(154, 2)
(100, 4)
(195, 4)
(19, 6)
(114, 7)
(194, 2)
(197, 3)
(102, 7)
(141, 3)
(198, 10)
(97, 4)
(49, 6)
(107, 10)
(91, 9)
(128, 5)
(48, 6)
(192, 4)
(5, 10)
(75, 7)
(53, 4)
(123, 6)
(149, 1)
(138, 1)
(164, 6)
(35, 1)
(96, 8)
(87, 10)
(122, 8)
(171, 4)
(174, 5)
(66, 4)
(126, 2)
(178, 7)
(22, 10)
(76, 4)
(67, 2)
(64, 1)
(96, 6)
(10, 9)
(115, 8)
(63, 0)
(67, 7)
(83, 9)
(36, 2)
(51, 2)
(97, 1)
(165, 7)
(97, 2)
(162, 7)
(16, 0)
(149, 8)
(179, 2)
(45, 6)
(65, 4)
(198, 5)
(35, 10)
(21, 5)
(180, 3)
(57, 6)
(198, 0)
(124, 0)
(79, 8)
(100, 3)
(165, 8)
(95, 10)
(60, 0)
(80, 4)
(121, 3)
(45, 9)
(36, 10)
(74, 10)
(13, 9)
(94, 9)
(69, 1)
(126, 5)
(135, 8)
(200, 3)
(7, 5)
(27, 3)
(161, 6)
(150, 0)
(22, 4)
(22, 0)
(72, 2)
(166, 0)
(190, 8)
(184, 3)
(118, 10)
(166, 8)
(88, 7)
(147, 6)
(127, 3)
(144, 1)
(80, 8)
(129, 8)
(110, 6)
(95, 7)
(183, 3)
(1, 0)
(34, 2)
(42, 1)
(100, 9)
(85, 7)
(42, 0)
(174, 6)
(157, 3)
(192, 5)
(125, 9)
(191, 5)
(114, 5)
(36, 5)
(195, 2)
(71, 3)
(148, 2)
(46, 1)
(185, 2)
(85, 10)
(14, 1)
(123, 9)
(79, 10)
(188, 1)
(63, 1)
(116, 4)
(188, 7)
(115, 2)
