(49, 0)
(187, 7)
(116, 7)
(187, 2)
(75, 7)
(182, 1)
(10, 10)
(83, 0)
(177, 10)
(19, 0)
(50, 2)
(10, 5)
(180, 1)
(187, 2)
(91, 8)
(91, 0)
(19, 6)
(83, 6)
(120, 4)
(10, 8)
(152, 5)
(142, 2)
(177, 3)
(23, 9)
(67, 9)
(72, 5)
(136, 4)
(192, 3)
(63, 6)
(172, 4)
(72, 6)
(25, 0)
(105, 2)
(179, 10)
(160, 8)
(177, 3)
(61, 7)
(80, 7)
(11, 7)
(157, 6)
(75, 3)
(172, 3)
(103, 7)
(137, 9)
(188, 10)
(138, 5)
(177, 3)
(73, 9)
(22, 5)
(147, 10)
(93, 9)
(178, 1)
(9, 3)
(95, 9)
(112, 6)
(153, 3)
(152, 8)
(166, 7)
(12, 7)
(121, 2)
(49, 3)
(77, 8)
(125, 8)
(3, 6)
(10, 8)
(79, 0)
(80, 5)
(140, 2)
(104, 0)
(98, 2)
(32, 0)
(155, 9)
(63, 1)
(138, 2)
(96, 7)
(25, 3)
(97, 0)
(47, 8)
(101, 8)
(94, 6)
(83, 8)
(108, 10)
(199, 10)
(19, 5)
(76, 1)
(93, 9)
(161, 6)
(192, 3)
(139, 8)
(74, 6)
(157, 9)
(161, 3)
(195, 4)
(194, 0)
(83, 4)
(92, 3)
(66, 9)
(10, 3)
(181, 10)
(33, 10)
(5, 0)
(125, 5)
(187, 10)
(40, 1)
(78, 2)
(93, 0)
(87, 2)
(12, 0)
(161, 5)
(74, 4)
(27, 10)
(112, 8)
(36, 7)
(73, 7)
(143, 10)
(38, 0)
(181, 1)
(135, 10)
(83, 8)
(145, 9)
(10, 0)
(72, 6)
(63, 10)
(64, 5)
(197, 3)
(47, 1)
(108, 3)
(59, 8)
(38, 5)
(30, 3)
(11, 4)
(137, 0)
(30, 7)
(155, 2)
(84, 7)
(130, 3)
(130, 1)
(78, 8)
(13, 7)
(104, 0)
(168, 2)
(71, 10)
(73, 1)
(13, 5)
(200, 2)
(89, 8)
(79, 5)
(151, 6)
(15, 10)
(37, 5)
(17, 4)
(81, 6)
(48, 2)
(150, 8)
(159, 4)
(50, 8)
(176, 4)
(116, 2)
(4, 6)
(153, 0)
(29, 9)
(133, 3)
(79, 7)
(95, 10)
(31, 3)
(32, 7)
(19, 9)
(147, 1)
(41, 0)
(146, 3)
(30, 0)
(185, 2)
(35, 1)
(45, 3)
(129, 6)
(9, 10)
(113, 8)
(189, 9)
(90, 10)
(88, 7)
(2, 9)
(178, 0)
(196, 9)
(83, 1)
(114, 8)
(64, 10)
(85, 10)
(55, 0)
(149, 5)
