(173, 5)
(102, 10)
(192, 0)
(108, 1)
(13, 2)
(191, 6)
(133, 9)
(158, 0)
(81, 8)
(196, 1)
(67, 3)
(29, 2)
(168, 5)
(190, 9)
(177, 0)
(6, 0)
(69, 9)
(181, 1)
(132, 3)
(38, 5)
(30, 3)
(126, 6)
(147, 9)
(170, 9)
(122, 2)
(3, 10)
(75, 7)
(187, 8)
(167, 9)
(70, 9)
(105, 9)
(130, 6)
(158, 1)
(30, 7)
(144, 5)
(125, 10)
(162, 8)
(78, 8)
(22, 10)
(19, 7)
(149, 4)
(53, 1)
(33, 8)
(38, 0)
(26, 4)
(30, 5)
(123, 7)
(122, 4)
(22, 7)
(120, 5)
(71, 2)
(32, 0)
(154, 2)
(163, 3)
(97, 6)
(15, 0)
(19, 2)
(186, 10)
(23, 4)
(151, 7)
(87, 1)
(26, 8)
(34, 5)
(39, 2)
(162, 3)
(95, 10)
(32, 8)
(3, 7)
(192, 6)
(116, 0)
(43, 1)
(30, 8)
(177, 2)
(41, 9)
(88, 3)
(111, 3)
(72, 6)
(140, 3)
(153, 2)
(194, 1)
(106, 6)
(40, 3)
(156, 2)
(60, 0)
(107, 7)
(23, 5)
(154, 2)
(114, 1)
(157, 6)
(73, 7)
(8, 10)
(70, 4)
(16, 9)
(24, 8)
(131, 9)
