(154, 2)
(193, 2)
(157, 8)
(108, 3)
(132, 4)
(167, 5)
(196, 9)
(164, 3)
(46, 4)
(84, 1)
(97, 6)
(44, 8)
(152, 4)
(35, 8)
(109, 4)
(46, 8)
(179, 4)
(25, 8)
(165, 0)
(57, 0)
(71, 6)
(157, 4)
(173, 3)
(4, 6)
(183, 9)
(180, 4)
(58, 7)
(85, 10)
(29, 6)
(139, 10)
(135, 7)
(39, 9)
(86, 2)
(32, 7)
(99, 0)
(132, 6)
(87, 7)
(200, 3)
(198, 3)
(87, 0)
(144, 4)
(73, 7)
(107, 8)
(35, 6)
(95, 1)
(117, 0)
(74, 3)
(192, 2)
(33, 1)
(128, 9)
(56, 8)
(196, 10)
(132, 7)
(141, 2)
(73, 5)
(87, 5)
(64, 8)
(23, 7)
(52, 1)
(152, 3)
(99, 4)
(186, 1)
(101, 10)
(196, 9)
(178, 8)
(200, 6)
(149, 1)
(43, 0)
(152, 0)
(65, 1)
(113, 0)
(124, 5)
(101, 1)
(44, 6)
(193, 4)
(111, 3)
(94, 1)
(72, 1)
(1, 7)
(150, 2)
(167, 1)
(135, 5)
(126, 4)
(14, 7)
(70, 0)
(163, 7)
(192, 8)
(156, 5)
(155, 7)
(10, 10)
(36, 7)
(15, 7)
(190, 0)
(13, 5)
(55, 10)
(95, 8)
(169, 6)
(167, 9)
(132, 5)
(137, 4)
(7, 0)
(84, 5)
(158, 5)
(114, 10)
(115, 2)
(149, 8)
(75, 7)
(13, 4)
(24, 6)
(87, 1)
(176, 6)
(153, 0)
(52, 9)
(64, 0)
(156, 0)
(67, 1)
(94, 0)
(41, 10)
(188, 4)
(151, 8)
(167, 1)
(3, 4)
(74, 10)
(83, 3)
(10, 4)
(45, 4)
(60, 10)
(16, 4)
(178, 3)
(153, 9)
(152, 8)
(101, 7)
(98, 2)
(87, 3)
(102, 1)
(165, 3)
(150, 2)
(175, 1)
(40, 0)
(130, 9)
(125, 5)
(94, 2)
(154, 2)
(68, 10)
(85, 9)
(45, 2)
(40, 10)
(23, 10)
(200, 8)
(182, 4)
(146, 9)
(56, 0)
(89, 10)
(84, 7)
(174, 5)
(168, 7)
(180, 2)
(124, 3)
(121, 2)
(70, 2)
(136, 0)
(194, 8)
(61, 3)
