(122, 8)
(26, 1)
(120, 10)
(95, 0)
(181, 6)
(140, 9)
(145, 10)
(131, 9)
(133, 10)
(69, 9)
(7, 2)
(115, 9)
(15, 9)
(117, 5)
(151, 4)
(8, 2)
(79, 5)
(198, 1)
(152, 10)
(71, 8)
(66, 7)
(34, 7)
(173, 6)
(72, 2)
(90, 8)
(135, 0)
(4, 5)
(85, 7)
(56, 10)
(45, 7)
(106, 6)
(27, 7)
(13, 7)
(6, 2)
(117, 4)
(107, 8)
(114, 1)
(131, 5)
(130, 0)
(105, 10)
(109, 5)
(142, 1)
(25, 9)
(146, 9)
(105, 4)
(171, 7)
(122, 7)
(53, 8)
(89, 8)
(105, 9)
(179, 0)
(163, 4)
(59, 8)
(146, 6)
(50, 4)
(86, 9)
(24, 6)
(53, 0)
(25, 10)
(130, 1)
(30, 10)
(142, 9)
(114, 7)
(68, 7)
(133, 0)
(55, 0)
(128, 10)
(51, 6)
(11, 5)
(80, 8)
(123, 0)
(133, 3)
(135, 4)
(169, 6)
(14, 9)
(152, 3)
(142, 8)
(113, 10)
(89, 7)
(118, 8)
(51, 9)
(55, 2)
(160, 7)
(30, 1)
(38, 1)
(35, 5)
(190, 8)
(148, 6)
(61, 3)
(181, 8)
(143, 0)
(178, 5)
(177, 5)
(125, 5)
(121, 9)
(179, 8)
(194, 7)
(10, 8)
(51, 7)
(45, 8)
(142, 0)
(9, 5)
(73, 0)
(121, 2)
(71, 3)
(121, 7)
(160, 6)
(84, 3)
(52, 9)
(1, 10)
(147, 6)
(59, 10)
(65, 7)
(73, 6)
(62, 2)
(199, 6)
(109, 9)
(80, 4)
(146, 5)
(96, 4)
(67, 9)
(164, 6)
(45, 7)
(66, 2)
(72, 10)
(177, 0)
(25, 2)
(35, 0)
(26, 8)
(194, 6)
(21, 3)
(31, 3)
(153, 8)
(26, 8)
(118, 4)
(198, 7)
(140, 1)
(62, 3)
(26, 4)
(135, 0)
(129, 10)
(121, 7)
(35, 8)
(47, 8)
(104, 3)
(3, 10)
(57, 10)
(19, 10)
(140, 1)
(188, 0)
(138, 10)
(64, 9)
