(94, 3)
(86, 4)
(103, 5)
(59, 10)
(187, 1)
(147, 8)
(11, 5)
(200, 5)
(6, 5)
(106, 1)
(174, 9)
(67, 3)
(81, 3)
(120, 1)
(81, 0)
(73, 2)
(169, 7)
(159, 2)
(72, 6)
(155, 10)
(151, 10)
(166, 5)
(116, 4)
(91, 7)
(156, 3)
(166, 6)
(148, 2)
(190, 10)
(192, 6)
(81, 10)
(153, 4)
(52, 3)
(173, 10)
(138, 0)
(71, 4)
(128, 0)
(25, 1)
(155, 0)
(148, 9)
(100, 5)
(88, 10)
(128, 2)
(143, 7)
(91, 10)
(145, 10)
(126, 2)
(112, 7)
(86, 2)
(4, 9)
(107, 1)
(110, 3)
(155, 4)
(60, 9)
(54, 3)
(57, 7)
(17, 5)
(179, 4)
(83, 3)
(109, 8)
(123, 9)
(152, 3)
(91, 4)
(114, 2)
(116, 0)
(109, 5)
(44, 9)
(56, 7)
(77, 10)
(147, 5)
(65, 4)
(39, 9)
(44, 3)
(69, 10)
(164, 1)
(131, 7)
(67, 0)
(165, 7)
(68, 1)
(88, 3)
(21, 3)
(141, 10)
(120, 0)
(191, 5)
(170, 8)
(77, 1)
(30, 1)
(153, 6)
(137, 10)
(150, 2)
(40, 9)
(66, 2)
(191, 6)
(25, 2)
(129, 3)
(191, 2)
(74, 5)
(8, 2)
(150, 8)
(92, 3)
(169, 9)
(119, 5)
(35, 5)
(41, 8)
(100, 8)
(196, 2)
(4, 2)
(159, 4)
(199, 6)
(185, 2)
(169, 8)
(98, 4)
(145, 8)
(74, 0)
(25, 8)
(33, 6)
(15, 2)
(13, 1)
(118, 1)
(9, 5)
(108, 2)
(54, 2)
(169, 6)
(80, 10)
